"respondente_id","idade","faixa_idade","genero","cor_raca_etnia","pcd","uf_atual","regiao_atual","nivel_ensino","setor_atual","num_funcionarios","atua_como_gestor","cargo_atual","senioridade","faixa_salarial","faixa_salarial_valida","modalidade_atual","servico_cloud_preferido","ai_prioridade","ano_pesquisa"
"a0fse384msccpgz1ha0fse3aypmsgsu6","30","30-34","Masculino","Branca","Não","SP","Sudeste","Mestrado",,,,,,,,,,,"2025"
"gc7ngcwqf6revl8iz1gc7ngfg23yumhn","31","30-34","Masculino","Branca","Sim","PR","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 101 a 500","0","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"8ds88xyv7q6f5t4t4opz8ds831flrh6c","30","30-34","Feminino","Branca","Não","RJ","Sudeste","Pós-graduação","Área da Saúde","de 501 a 1.000","1",,,"de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2025"
"f0gtrpzhp5aop7r51z4f0gtrpzpjzzrx","26","25-29","Masculino","Parda","Não","MG","Sudeste","Estudante de Graduação","Área de Consultoria","de 501 a 1.000","0","Analista de Dados/Data Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Azure (Microsoft)",,"2025"
"zvzfhlz2zdebm6anglhzvzf4b79ap38c","34","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Setor Automotivo","Acima de 3.000","0","Outras Engenharias (não inclui dev)","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,,"2025"
"8tkpjiberyh8tkqpct1spxcf4y4iqpct","50","50-54","Feminino","Preta","Não","SP","Sudeste","Pós-graduação","Área de Consultoria","de 1 a 5","1",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,,"2025"
"kjeiiiyfczwiowrr7kje0qlgvtleo39n","46","45-49","Masculino","Branca","Não","MG","Sudeste","Pós-graduação","Educação","de 101 a 500","0","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"ujzckmfqrnciphaphujzckmi914c43bi","38","35-39","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Outra Opção","de 501 a 1.000","0","Analista de BI/BI Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Azure (Microsoft)",,"2025"
"yzs9mienbyj0jl7yzs9m78v2g4bg4w3f","26","25-29","Masculino","Amarela","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"0i7hiezjnv2kn35k40i7h2obw5zjvdk9","32","30-34","Masculino","Parda","Não","CE","Nordeste","Graduação/Bacharelado","Finanças ou Bancos","de 51 a 100","0","Analista de Negócios/Business Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2025"
"hoz19k293m1fdl8hoz024dfp2jqgyo5x","33","30-34","Masculino","Branca","Não","MG","Sudeste","Graduação/Bacharelado","Agronegócios","de 11 a 50","0","Analista de Dados/Data Analyst","Sênior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2025"
"11rkrwb0eewa311rkkhs2gly0puxzsxb","38","35-39","Masculino","Preta","Não","SP","Sudeste","Pós-graduação","Tecnologia/Fábrica de Software","de 1 a 5","1",,,"de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2025"
"gupwy0z7wqpsjgupmilbomzuvim8rj5j","33","30-34","Masculino","Branca","Não","DF","Centro-oeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","0","Analista de Negócios/Business Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2025"
"ph3tb70re8txpndh32ph3tba7s2vjug2","26","25-29","Masculino","Parda","Não","RS","Sul","Pós-graduação","Finanças ou Bancos","Acima de 3.000","0","Analytics Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"syyspkcmn91twhhwm9syysbh89ljjeqc","36","35-39","Masculino","Prefiro não informar","Prefiro não informar","RN","Nordeste","Pós-graduação","Outra Opção","de 51 a 100","1",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2025"
"pej03wamsu4dgswpej03k4p5jmdeumke","38","35-39","Masculino","Branca","Não","MS","Centro-oeste","Pós-graduação","Setor Automotivo","de 1.001 a 3.000","1",,,"de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2025"
"medubl2jnqdkoo3ncomedx0ug6lcga64","29","25-29","Feminino","Parda","Não","RJ","Sudeste","Mestrado","Tecnologia/Fábrica de Software","de 501 a 1.000","0","Cientista de Dados/Data Scientist","Júnior","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"6n7fovscb35ei6p6n7fftywthnslvskj","29","25-29","Masculino","Parda","Sim","SP","Sudeste","Pós-graduação","Área da Saúde","Acima de 3.000","0","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2025"
"t3pme963pcsdqgmot3pdoni72lporbj7","52","50-54","Masculino","Branca","Não",,,"Mestrado","Telecomunicação","de 11 a 50","1",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,,"2025"
"q5ag7jps8ue4m2bw7q5ag27ppezikzjr","40","40-44","Masculino","Branca","Não",,,"Pós-graduação","Indústria","de 51 a 100","1",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% presencial",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2025"
"psss7hdday6h4m8tpsss77bau1prky0y","31","30-34","Feminino","Branca","Não","MG","Sudeste","Graduação/Bacharelado","Marketing","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"6vtie4y172p1hkjeouu6vti8mvbx488z","35","35-39","Masculino","Preta","Não","BA","Nordeste","Graduação/Bacharelado","Outra Opção","de 51 a 100","0","Analista de Suporte/Analista Técnico","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo 100% presencial","Amazon Web Services (AWS)",,"2025"
"uh7fvfhl37h33v5uhnorvwunq1chux8v","37","35-39","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","Acima de 3.000","0","Professor/Pesquisador","Especialista/Staff+","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"p9n4gqkmtpg65swc4smxp9n4gqoweo2f","21","17-21","Feminino","Branca","Não","DF","Centro-oeste","Estudante de Graduação","Setor Público","Acima de 3.000","0","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2025"
"pn3t7gvjr3b5wm3wt5pn3t7gvzu22uf7","31","30-34","Feminino","Branca","Não","PR","Sul","Pós-graduação","Varejo","Acima de 3.000","0","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"yolue1tbgqb31zrnly50cyolue1tl6xr","28","25-29","Feminino","Branca","Não","SP","Sudeste","Mestrado","Finanças ou Bancos","Acima de 3.000","0","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2025"
"4rdj04qh90usi3tqt4rdj0wva6bfbmwz","43","40-44","Masculino","Amarela","Não","RS","Sul","Graduação/Bacharelado","Área de Consultoria","Acima de 3.000","1",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2025"
"l00ad64mwfc3kvecgn1gvql00ad64kuu","27","25-29","Masculino","Parda","Não","SC","Sul","Pós-graduação","Educação","de 1.001 a 3.000","0","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"goka43mv92enafybgoka43rgrcmr8lqc","30","30-34","Feminino","Parda","Não","PR","Sul","Pós-graduação",,,,,,,,,,,"2025"
"xm62ndolbxexppq35xm65tu0dy9r4434","29","25-29","Feminino","Parda","Não","SP","Sudeste","Pós-graduação","Setor Imobiliário/ Construção Civil","de 501 a 1.000","0","Analista de Negócios/Business Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2025"
"96g25p3k5kwsvvq4z39l96g25z4pt4sr","33","30-34","Feminino","Branca","Não","MG","Sudeste","Mestrado","Tecnologia/Fábrica de Software","Acima de 3.000","0","Analytics Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"0vmio3eoirj1mtuvsxy14k0vmio3edw8","31","30-34","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","0","Analista de Negócios/Business Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2025"
"v31ii2idjne65v31i17wf4vhrj8phw6t","48","45-49","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Telecomunicação","Acima de 3.000","0","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2025"
"0rtxddkhz6qka4qy0rtxwvsphzfw5ejm","28","25-29","Masculino","Parda","Não","BA","Nordeste","Estudante de Graduação","Finanças ou Bancos","de 501 a 1.000","0","Analista de Dados/Data Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"nztsrsza2m0n9anztsrs7gljnmqt57y4","39","35-39","Masculino","Branca","Não","RS","Sul","Mestrado","Finanças ou Bancos","Acima de 3.000","0","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Azure (Microsoft)",,"2025"
"igcktn4ytxubv3dchdu3k8igcktnugwa","36","35-39","Feminino","Preta","Não","BA","Nordeste","Pós-graduação",,,,,,,,,,,"2025"
"ii4cx1gj2q16gtj5znsbii4cx1efoqaw","46","45-49","Masculino","Parda","Não","SP","Sudeste","Mestrado","Área da Saúde","Acima de 3.000","0","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial","Google Cloud (GCP)",,"2025"
"nvbw87j4qg9dh0t3q0cs6qnvbw873wi7","27","25-29","Masculino","Branca","Não","PR","Sul","Pós-graduação","Marketing","de 501 a 1.000","0","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto",,,"2025"
"ohfe7anscim5tar3kkaohfe7azn2v33i","30","30-34","Masculino","Parda","Não","GO","Centro-oeste","Mestrado","Tecnologia/Fábrica de Software","de 11 a 50","1",,,"de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2025"
"ikalij8hwnwhufgi3ngikalij8vacob3","23","22-24","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","0","Analytics Engineer","Júnior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2025"
"flwr38jfu9o3fb8wflwr3boxe9h8trpk","35","35-39","Masculino","Parda","Não","MG","Sudeste","Mestrado","Finanças ou Bancos","de 1.001 a 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2025"
"1on6vp645lfn6mp64ab1on6vpyt0rlew","32","30-34","Masculino","Preta","Não","SP","Sudeste","Pós-graduação","Varejo","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"qnx3s344g3569qnx3jfdtws45atmyj2j","29","25-29","Feminino","Branca","Não","SC","Sul","Graduação/Bacharelado","Área de Consultoria","de 1.001 a 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"6i7jyhqboo6fz10tn6i7jyht9jsupw4s","47","45-49","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado",,,,,,,,,,,"2025"
"0dbv7usfuht3pmt7r70dbv7uiseeemon","32","30-34","Feminino","Branca","Não","MG","Sudeste","Pós-graduação","Internet/Ecommerce","Acima de 3.000","0","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2025"
"l48h57u9z7mwdcqma24l48h5hs9dquuw","42","40-44","Feminino","Parda","Não","MG","Sudeste","Pós-graduação","Tecnologia/Fábrica de Software","de 101 a 500","0","Analista de Negócios/Business Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2025"
"yw2ejd9xmi8dh1cqbbyh15vvkyw2ejd9","24","22-24","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","0","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"1rmlycxc3mbbp5y2x901rml5596bwb22","27","25-29","Masculino","Branca","Não","PR","Sul","Pós-graduação","Setor Alimentício","de 51 a 100","1",,,"de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2025"
"w3zmuvbusnok3z82rce5w3zmudwnar7k","28","25-29","Masculino","Parda","Não","MG","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","de 51 a 100","0","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2025"
"pr3ngg05ne615345jxpr3nggabzl7pfp","36","35-39","Masculino","Preta","Não","MA","Nordeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","0","Analytics Engineer","Especialista/Staff+","de R$ 25.001/mês a R$ 30.000/mês","true","Modelo 100% remoto",,,"2025"
"262w2v6q9tgfqy3263l1av8n46ogne3d","25","25-29","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Internet/Ecommerce","Acima de 3.000","0","Cientista de Dados/Data Scientist","Pleno","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2025"
"29mupcosczyw293ajlh1t73t8onhoe1t","45","45-49","Masculino","Parda","Não","RS","Sul","Graduação/Bacharelado",,,,,,,,,,,"2025"
"d1811eyal6sy1brlfd181kn761lwk4ou","37","35-39","Feminino","Parda","Não","MG","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% presencial",,,"2025"
"xm10i3oywuvhhmkxm1r577smme3gc8qe","40","40-44","Masculino","Branca","Não","SC","Sul","Graduação/Bacharelado","Setor Público","Acima de 3.000","0","Outra Opção","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo 100% presencial","Amazon Web Services (AWS)",,"2025"
"ipcqu1ljoezdbpxipcqf14an6h0no7ap","33","30-34","Masculino","Branca","Não","SP","Sudeste","Mestrado","Setor Imobiliário/ Construção Civil","Acima de 3.000","0","Cientista de Dados/Data Scientist","Sênior","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto",,,"2025"
"5x8v16pbxe7poyoc5rxta5x8v1edds61","24","22-24","Masculino","Branca","Não","PA","Norte","Mestrado","Setor Público","Acima de 3.000","0","Outra Opção","Júnior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"tny9vhp9bsvmmtnh9zjzeokzutro15yh","47","45-49","Masculino","Branca","Não","RJ","Sudeste","Graduação/Bacharelado","Educação","de 501 a 1.000","1",,,"de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2025"
"ac33o3komzxfm8g7o2ac33o3m6gos858","29","25-29","Masculino","Branca","Não","AM","Norte","Mestrado","Indústria","de 501 a 1.000","0","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2025"
"mip7q3ews8sl9lkuij366mxomip7q3su","48","45-49","Masculino","Parda","Não","AM","Norte","Pós-graduação",,,,,,,,,,,"2025"
"lwjy3486m9yswanz31kfdlwjy34ghz09","38","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Marketing","Acima de 3.000","0","Analista de Dados/Data Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2025"
"jx3uzwibot79vn2t9zjx3uzw3zypytqb","42","40-44","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Seguros ou Previdência","de 51 a 100","0","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2025"
"10wilb1kyi33o31jgp56h1oeino5x8lj","29","25-29","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Indústria","de 1 a 5","0","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"drnhbw7zcuav2uwvdrnh0vd8rhzgx9uv","20","17-21","Masculino","Parda","Não","DF","Centro-oeste","Estudante de Graduação",,,,,,,,,,,"2025"
"jra28nexky8njraqm4xjb7hxkjznt0q9","48","45-49","Masculino","Parda","Sim","RJ","Sudeste","Mestrado","Tecnologia/Fábrica de Software","de 51 a 100","0","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,,"2025"
"f94r9503cyxeqdb5mdqf94r951skls0w","38","35-39","Masculino","Branca","Não","SP","Sudeste","Doutorado ou Phd","Área da Saúde","Acima de 3.000","0","Cientista de Dados/Data Scientist","Pleno","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2025"
"1xjcl3qnd5wipsfo51xjcl3xzayxpq4k","42","40-44","Masculino","Parda","Não","MG","Sudeste","Pós-graduação","Outra Opção","de 1.001 a 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"aoowns0vvpmd5l4aoowo5idy4f2ycf3n","21","17-21","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Telecomunicação","Acima de 3.000","0","Analista de BI/BI Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,,"2025"
"q9a5cgwkr56led9eqmfrmiaq9a5ctoqj","26","25-29","Masculino","Amarela","Não","PR","Sul","Graduação/Bacharelado","Setor Automotivo","de 51 a 100","0","Outras Engenharias (não inclui dev)","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2025"
"4yr7hgp5ix7guz344yr7hg3rm2j5nszb","36","35-39","Masculino","Branca","Não","MG","Sudeste","Mestrado","Educação","de 1.001 a 3.000","0","Analista de BI/BI Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2025"
"j5q5pkfa1hoiyik4zcbeej5q5p5yytgd","30","30-34","Masculino","Branca","Não","SC","Sul","Não tenho graduação formal","Área de Consultoria","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"cehiehpmz117lkepdt6ffcehieh4c07c","21","17-21","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Seguros ou Previdência","de 1.001 a 3.000","0","Analista de BI/BI Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"xaos40kxxcnh5e9xaos460vku095vqkn","26","25-29","Masculino","Branca","Não","RS","Sul","Estudante de Graduação","Indústria","de 1.001 a 3.000","0","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2025"
"uxmcssvawahk15kduxmc7nbufqixh27n","28","25-29","Masculino","Parda","Não","CE","Nordeste","Graduação/Bacharelado","Setor de Energia","de 101 a 500","0","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2025"
"zy48gng3cz2uqe9t4qzy429bb5llo4n7","25","25-29","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Varejo","de 101 a 500","0","Analista de BI/BI Analyst","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2025"
"rmpsaqx657qaik42qitrmpsa25j9tkom","45","45-49","Masculino","Branca","Não","SC","Sul","Pós-graduação","Indústria","de 51 a 100","0","Outras Engenharias (não inclui dev)","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial",,,"2025"
"kyr0rgdne58z725kyr0z99rgu0kq82l4","21","17-21","Feminino","Parda","Não","PA","Norte","Graduação/Bacharelado","Indústria","de 501 a 1.000","0","Analista de BI/BI Analyst","Júnior","Menos de R$ 1.000/mês","true","Modelo 100% presencial","Amazon Web Services (AWS)",,"2025"
"9uvmwrlkyjda8663r9ux19uvmwrfhi4j","40","40-44","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 51 a 100","1",,,"de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2025"
"ct92zqvxn0efryrejtixct92zq68ze4w","39","35-39","Masculino","Parda","Não","SC","Sul","Mestrado","Outra Opção","de 1.001 a 3.000","0","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Amazon Web Services (AWS)",,"2025"
"xun5bcjdtjryw0cqk3xun5hd56muw5kw","32","30-34","Masculino","Branca","Não","SC","Sul","Mestrado","Finanças ou Bancos","Acima de 3.000","0","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"n0du4t0m5q7ft8n0d5egt084nc0hv0h0","30","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Setor Automotivo","de 101 a 500","0","Arquiteto de Dados/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"5q6gu6fyc0hbf142zy5yi5q6guzhyq9l","38","35-39","Masculino","Branca","Não","MG","Sudeste","Mestrado","Tecnologia/Fábrica de Software","de 6 a 10","1",,,"Acima de R$ 40.001/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2025"
"8fdnm3blc0i8ozhb06d8fdnm399n896l","24","22-24","Masculino","Parda","Não","SP","Sudeste","Pós-graduação","Internet/Ecommerce","Acima de 3.000","0","Analista de BI/BI Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2025"
"5fwujecvdx7r9prvo5fwur9ouabgux6i","24","22-24","Masculino","Parda","Não","DF","Centro-oeste","Graduação/Bacharelado","Área de Consultoria","de 101 a 500","0","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2025"
"2g91bvnslh7aarueriibk2g91bv4hh54","57","55+","Masculino","Branca","Não","MG","Sudeste","Pós-graduação","Setor Público","Acima de 3.000","0","Analista de Dados/Data Analyst","Sênior","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Azure (Microsoft)",,"2025"
