"respondente_id","categoria","item","ano_pesquisa"
"gc7ngcwqf6revl8iz1gc7ngfg23yumhn","aspecto_prejudicado","Quantidade de vagas recebidas","2025"
"9yt0oidpsa4jjqfm9yt0oidpc6tqswu4","aspecto_prejudicado","Relação no trabalho (interno)","2023"
"9yt0oidpsa4jjqfm9yt0oidpc6tqswu4","aspecto_prejudicado","Relação em momentos de integração","2023"
"cs35cmfl6eax0vef614cs35cmfr3phff","aspecto_prejudicado","Quantidade de vagas recebidas","2023"
"8ds88xyv7q6f5t4t4opz8ds831flrh6c","aspecto_prejudicado","Velocidade de progressão","2025"
"8ds88xyv7q6f5t4t4opz8ds831flrh6c","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2025"
"0vfvke194lwuj970vfv96lxbl2447ai4","aspecto_prejudicado","Velocidade de progressão","2023"
"q23q3v25v7kij3bjq016tq23q74ucaj5","aspecto_prejudicado","Velocidade de progressão","2023"
"q23q3v25v7kij3bjq016tq23q74ucaj5","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2023"
"q23q3v25v7kij3bjq016tq23q74ucaj5","aspecto_prejudicado","Relação no trabalho (interno)","2023"
"q23q3v25v7kij3bjq016tq23q74ucaj5","aspecto_prejudicado","Relação em momentos de integração","2023"
"auddekt9qvgz4eat7vft1audd54iwz81","aspecto_prejudicado","Quantidade de vagas recebidas","2023"
"auddekt9qvgz4eat7vft1audd54iwz81","aspecto_prejudicado","Aprovação em processos seletivos","2023"
"auddekt9qvgz4eat7vft1audd54iwz81","aspecto_prejudicado","Oportunidades de progressão","2023"
"auddekt9qvgz4eat7vft1audd54iwz81","aspecto_prejudicado","Velocidade de progressão","2023"
"auddekt9qvgz4eat7vft1audd54iwz81","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2023"
"f1ssblccmgjlmemphef1s48iml3e0u0j","aspecto_prejudicado","Senioridade das vagas recebidas","2023"
"f1ssblccmgjlmemphef1s48iml3e0u0j","aspecto_prejudicado","Oportunidades de progressão","2023"
"f1ssblccmgjlmemphef1s48iml3e0u0j","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Quantidade de vagas recebidas","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Senioridade das vagas recebidas","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Aprovação em processos seletivos","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Velocidade de progressão","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Nível de cobrança/stress","2023"
"h93h9u79hg4p5kog8u0cfh93h9uy3qf4","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2023"
"z2cokr45fehrz2cok6llv3dhlz44iiw1","aspecto_prejudicado","Aprovação em processos seletivos","2023"
"z2cokr45fehrz2cok6llv3dhlz44iiw1","aspecto_prejudicado","Oportunidades de progressão","2023"
"z2cokr45fehrz2cok6llv3dhlz44iiw1","aspecto_prejudicado","Velocidade de progressão","2023"
"eegafmfc2jasnpngiy68eegafmhwd26j","aspecto_prejudicado","Oportunidades de progressão","2023"
"eegafmfc2jasnpngiy68eegafmhwd26j","aspecto_prejudicado","Velocidade de progressão","2023"
"eegafmfc2jasnpngiy68eegafmhwd26j","aspecto_prejudicado","Atenção às minhas opiniões/ideias","2023"
"2l51isz4i11ubmrelhwqw2l51ivr0iih","aspecto_prejudicado","Aprovação em processos seletivos","2023"
