"respondente_id","categoria","item","ano_pesquisa"
"iezwtmn54mfxlz03kk8iezwtmnpx8h8d","tempo_engenheiro","Modelagem (DW/Data Marts)","2024"
"iezwtmn54mfxlz03kk8iezwtmnpx8h8d","tempo_engenheiro","Qualidade de dados/metadados","2024"
"grhci3d6kfwc8hg1k03bgrhci3f11dpi","tempo_engenheiro","Pipelines de dados via código","2024"
"grhci3d6kfwc8hg1k03bgrhci3f11dpi","tempo_engenheiro","Arquitetura de dados","2024"
"7ebdlyb1pnlo7u20bzuy47ebdpo9fjs4","tempo_engenheiro","Pipelines de dados via código","2024"
"7nk71fmwlf5zuu2yjr91yj7nk71fmwl6","tempo_engenheiro","Pipelines de dados via código","2024"
"7nk71fmwlf5zuu2yjr91yj7nk71fmwl6","tempo_engenheiro","Consultas SQL para o negócio","2024"
"dv9eqqqs0l8uxn5vdv9eqqnpelt5if6e","tempo_engenheiro","Pipelines de dados via código","2024"
"dv9eqqqs0l8uxn5vdv9eqqnpelt5if6e","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"pqbxa670pwrucp11mpsv2krpqbxa67g4","tempo_engenheiro","Pipelines de dados via código","2024"
"pqbxa670pwrucp11mpsv2krpqbxa67g4","tempo_engenheiro","Modelagem (DW/Data Marts)","2024"
"bxiybh548pcafmkz9jbxiybclpquj1uk","tempo_engenheiro","Pipelines de dados via código","2024"
"bxiybh548pcafmkz9jbxiybclpquj1uk","tempo_engenheiro","Modelagem (DW/Data Marts)","2024"
"78mg1kwap72gwbptjm78mg1kregsbuxr","tempo_engenheiro","Integração via plataforma proprietária","2024"
"78mg1kwap72gwbptjm78mg1kregsbuxr","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"6picemq2m55osm6pice8eganhul7rnlr","tempo_engenheiro","Consultas SQL para o negócio","2024"
"6picemq2m55osm6pice8eganhul7rnlr","tempo_engenheiro","Arquitetura de dados","2024"
"p9t9ebw135zrhqpuip9t9eoa2ep248tu","tempo_engenheiro","Consultas SQL para o negócio","2024"
"p9t9ebw135zrhqpuip9t9eoa2ep248tu","tempo_engenheiro","Modelagem (DW/Data Marts)","2024"
"i1uy78h7te4rk3nuq8i1uy75r6ophvm9","tempo_engenheiro","Pipelines de dados via código","2024"
"i1uy78h7te4rk3nuq8i1uy75r6ophvm9","tempo_engenheiro","Arquitetura de dados","2024"
"koknwkm63bxtvbkoknwxkh0b50ie06eu","tempo_engenheiro","Pipelines de dados via código","2024"
"toz8e6ukx76qqfvtoz8e6uyerl1fgl0s","tempo_engenheiro","Pipelines de dados via código","2024"
"wbsniq0bsa4tlfo2wbsnidsyo483kw8j","tempo_engenheiro","Pipelines de dados via código","2024"
"wbsniq0bsa4tlfo2wbsnidsyo483kw8j","tempo_engenheiro","Consultas SQL para o negócio","2024"
"j2jgpdzhsranrftb3gioxdj2jgpdwuvx","tempo_engenheiro","Pipelines de dados via código","2024"
"j2jgpdzhsranrftb3gioxdj2jgpdwuvx","tempo_engenheiro","Consultas SQL para o negócio","2024"
"igutfgq1fxsmh3igut1unbvdou3y986t","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"p0eqqr1mvkrjzhzckorip0eqgkz70zjk","tempo_engenheiro","Arquitetura de dados","2024"
"p0eqqr1mvkrjzhzckorip0eqgkz70zjk","tempo_engenheiro","Qualidade de dados/metadados","2024"
"46ghntkk601zus1bcnzok46ghntkqbz1","tempo_engenheiro","Pipelines de dados via código","2024"
"46ghntkk601zus1bcnzok46ghntkqbz1","tempo_engenheiro","Qualidade de dados/metadados","2024"
"cwmht7jty4bbhe8ecwmht7xpo39mer07","tempo_engenheiro","Pipelines de dados via código","2024"
"cwmht7jty4bbhe8ecwmht7xpo39mer07","tempo_engenheiro","Consultas SQL para o negócio","2024"
"d23l1aywk9yed23b2r75ljjmlmh7b2ro","tempo_engenheiro","Pipelines de dados via código","2024"
"d23l1aywk9yed23b2r75ljjmlmh7b2ro","tempo_engenheiro","Arquitetura de dados","2024"
"ixp4p1wtdmc30dtrm1ixp43ti9our472","tempo_engenheiro","Pipelines de dados via código","2024"
"ixp4p1wtdmc30dtrm1ixp43ti9our472","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"k27000o141z5gh5lkfhik2700ul87u6f","tempo_engenheiro","Pipelines de dados via código","2024"
"k27000o141z5gh5lkfhik2700ul87u6f","tempo_engenheiro","Modelagem (DW/Data Marts)","2024"
"btxgff78docwpe4utmbtxtjehqihw9w5","tempo_engenheiro","Pipelines de dados via código","2024"
"5bto2kbd9zogfx1a97td5bto2kma9pco","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"5bto2kbd9zogfx1a97td5bto2kma9pco","tempo_engenheiro","Arquitetura de dados","2024"
"2gcyvkguhz7oz5glfj2gcyvkgw6nw8i3","tempo_engenheiro","Pipelines de dados via código","2024"
"2gcyvkguhz7oz5glfj2gcyvkgw6nw8i3","tempo_engenheiro","Consultas SQL para o negócio","2024"
"vwsjeyi7044yittt3zdwvwsjefc53s6y","tempo_engenheiro","Pipelines de dados via código","2024"
"vwsjeyi7044yittt3zdwvwsjefc53s6y","tempo_engenheiro","Consultas SQL para o negócio","2024"
"83kisnlazsi89in93ec83ki864q9fdt2","tempo_engenheiro","Pipelines de dados via código","2024"
"83kisnlazsi89in93ec83ki864q9fdt2","tempo_engenheiro","Arquitetura de dados","2024"
"cfbx9q109wka30woexcfb2gofexl3kcx","tempo_engenheiro","Pipelines de dados via código","2024"
"e9fyf22qopmujb9y91ve9fyf2vz15fod","tempo_engenheiro","Pipelines de dados via código","2024"
"e9fyf22qopmujb9y91ve9fyf2vz15fod","tempo_engenheiro","Consultas SQL para o negócio","2024"
"5985chr2bf4z6kn9tw5985chrgxkk9lv","tempo_engenheiro","Pipelines de dados via código","2024"
"5985chr2bf4z6kn9tw5985chrgxkk9lv","tempo_engenheiro","Arquitetura de dados","2024"
"65c0pjy4z3168f6z6p00wddvti5u65c0","tempo_engenheiro","Pipelines de dados via código","2024"
"65c0pjy4z3168f6z6p00wddvti5u65c0","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"hzrkusnxzc9d7asqhzrkuap1lgogaypr","tempo_engenheiro","Pipelines de dados via código","2024"
"hzrkusnxzc9d7asqhzrkuap1lgogaypr","tempo_engenheiro","Integração via plataforma proprietária","2024"
"6qqfs4b9xi6gknjznfk0ggd6qqfs4dfu","tempo_engenheiro","Pipelines de dados via código","2024"
"lvbzrb4thnxccnqzk2qlvbzo2kzev3e5","tempo_engenheiro","Pipelines de dados via código","2024"
"lvbzrb4thnxccnqzk2qlvbzo2kzev3e5","tempo_engenheiro","Qualidade de dados/metadados","2024"
"07p7j0b6s4hsqw90950l07p7j6en8ipv","tempo_engenheiro","Pipelines de dados via código","2024"
"0vcvpemroa5naitmg80vcve5lyl1aooe","tempo_engenheiro","Consultas SQL para o negócio","2024"
"itbgt3pg6hkzrksaoritbgt5djgw32sp","tempo_engenheiro","Pipelines de dados via código","2024"
"itbgt3pg6hkzrksaoritbgt5djgw32sp","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"sacpsdorsc0gzxg5qsacp81gyf096g9d","tempo_engenheiro","Pipelines de dados via código","2024"
"sacpsdorsc0gzxg5qsacp81gyf096g9d","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"ht4snskd98k1hw14ht4v4v7u7g0fh435","tempo_engenheiro","Consultas SQL para o negócio","2024"
"ht4snskd98k1hw14ht4v4v7u7g0fh435","tempo_engenheiro","Qualidade de dados/metadados","2024"
"uh3hxmtjo8ro8hh0qnuh3hxm30ttjog9","tempo_engenheiro","Pipelines de dados via código","2024"
"uh3hxmtjo8ro8hh0qnuh3hxm30ttjog9","tempo_engenheiro","Consultas SQL para o negócio","2024"
"vy0isdun8ltq2tgk3ieidcdvy0isdxl1","tempo_engenheiro","Pipelines de dados via código","2024"
"vy0isdun8ltq2tgk3ieidcdvy0isdxl1","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"tpa44lzwmvrmu4knge0tpa44lny92iy5","tempo_engenheiro","Pipelines de dados via código","2024"
"tpa44lzwmvrmu4knge0tpa44lny92iy5","tempo_engenheiro","Data Lake/Lakehouse (streaming)","2024"
"lysjzh105mgn2q487imablysjzh4l710","tempo_engenheiro","Pipelines de dados via código","2024"
"lysjzh105mgn2q487imablysjzh4l710","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"xs6qgtk7jr24o1zyp14xs6qjjogrvygp","tempo_engenheiro","Pipelines de dados via código","2024"
"xs6qgtk7jr24o1zyp14xs6qjjogrvygp","tempo_engenheiro","Arquitetura de dados","2024"
"n7chjuc8ababtzbdzn7chjuhbgpt1whv","tempo_engenheiro","Consultas SQL para o negócio","2024"
"qpdagqrkdre5xazqpdagyo5mym0l0fjx","tempo_engenheiro","Qualidade de dados/metadados","2024"
"q5tprdp6bc5smri2q5tprxid8l75pimk","tempo_engenheiro","Pipelines de dados via código","2024"
"q5tprdp6bc5smri2q5tprxid8l75pimk","tempo_engenheiro","Arquitetura de dados","2024"
"wa67fy0iru2kerj1uwa67f93p6bxxpm8","tempo_engenheiro","Pipelines de dados via código","2024"
"wa67fy0iru2kerj1uwa67f93p6bxxpm8","tempo_engenheiro","Consultas SQL para o negócio","2024"
"q2jcic8tyqj099d8vlcd78nq2jcigsz7","tempo_engenheiro","Pipelines de dados via código","2024"
"q2jcic8tyqj099d8vlcd78nq2jcigsz7","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"78riymeyrmmi42rc78riynq73wdj6i7t","tempo_engenheiro","Construção de ETLs em ferramenta","2024"
"78riymeyrmmi42rc78riynq73wdj6i7t","tempo_engenheiro","Consultas SQL para o negócio","2024"
"zgvmd3z8l2s78sg1jzgvmd4t436hecha","tempo_cientista","Coleta e limpeza de dados","2023"
"ohfsv4dg50kcl9rqfohfsvmtgjd6uaks","rotina_engenheiro","Pipelines de dados via código","2023"
"ohfsv4dg50kcl9rqfohfsvmtgjd6uaks","rotina_engenheiro","Consultas SQL para o negócio","2023"
"ohfsv4dg50kcl9rqfohfsvmtgjd6uaks","rotina_engenheiro","Arquitetura de dados","2023"
"zgvmd3z8l2s78sg1jzgvmd4t436hecha","tempo_cientista","Modelos de ML pra produção","2023"
"p6vp72se2lmxlk94312dhp6vp721fx7k","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
"ohfsv4dg50kcl9rqfohfsvmtgjd6uaks","rotina_engenheiro","Modelagem (DW/Data Marts)","2023"
"lo691qk5ymj96jlo64eu9mjxrxsaudwn","rotina_engenheiro","Consultas SQL para o negócio","2023"
"lo691qk5ymj96jlo64eu9mjxrxsaudwn","rotina_engenheiro","Integração via plataforma proprietária","2023"
"lo691qk5ymj96jlo64eu9mjxrxsaudwn","rotina_engenheiro","Arquitetura de dados","2023"
"p6vp72se2lmxlk94312dhp6vp721fx7k","tempo_cientista","Manutenção de modelos em produção","2023"
"2hyq6ticv3pgnvp5rxh2hyqig5ogr2u0","tempo_cientista","Coleta e limpeza de dados","2023"
"2hyq6ticv3pgnvp5rxh2hyqig5ogr2u0","tempo_cientista","Manutenção de modelos em produção","2023"
"4kdhxxd3z6ppy7gpxnwu4kdhxscn5ggu","tempo_cientista","Modelos de ML pra produção","2023"
"lo691qk5ymj96jlo64eu9mjxrxsaudwn","rotina_engenheiro","Modelagem (DW/Data Marts)","2023"
"pn3u3kuscf3d7l8140y4pn3u3kw2avs8","rotina_engenheiro","Construção de ETLs em ferramenta","2023"
"pn3u3kuscf3d7l8140y4pn3u3kw2avs8","rotina_engenheiro","Modelagem (DW/Data Marts)","2023"
"qx251tmcyun4bvvziuyuqx251tjzzc2i","rotina_engenheiro","Consultas SQL para o negócio","2023"
"qx251tmcyun4bvvziuyuqx251tjzzc2i","rotina_engenheiro","Modelagem (DW/Data Marts)","2023"
"g30d52kbjbaz5i596g30d5wpuvi7cxph","rotina_engenheiro","Modelagem (DW/Data Marts)","2023"
"92zfldrukngwj4xbgxz92zfld0pvmkfr","rotina_engenheiro","Pipelines de dados via código","2023"
"92zfldrukngwj4xbgxz92zfld0pvmkfr","rotina_engenheiro","Construção de ETLs em ferramenta","2023"
"r9p4f3yo7djix18l36t4r9dqw9c1c9m0","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
"r9p4f3yo7djix18l36t4r9dqw9c1c9m0","tempo_cientista","Modelos de ML pra produção","2023"
"33yadvltac5mgunhnedd33yadxwvxq6e","tempo_cientista","Coleta e limpeza de dados","2023"
"33yadvltac5mgunhnedd33yadxwvxq6e","tempo_cientista","Estatística avançada","2023"
"i4jhtypx0nhc7cj1lwp18igi4jhtisok","tempo_cientista","Coleta e limpeza de dados","2023"
"i4jhtypx0nhc7cj1lwp18igi4jhtisok","tempo_cientista","Manutenção de modelos em produção","2023"
"9v2dqst51tth8j9v2laf3xqbrlgbfrwg","tempo_cientista","Coleta e limpeza de dados","2023"
"9v2dqst51tth8j9v2laf3xqbrlgbfrwg","tempo_cientista","Contato com áreas de negócio","2023"
"p5ijkish12r7qi2ug32oz3vp5ijkish1","tempo_cientista","Coleta e limpeza de dados","2023"
"p5ijkish12r7qi2ug32oz3vp5ijkish1","tempo_cientista","Produtização (pipelines/APIs)","2023"
"0rvvo787yq3mthe5ga0rvvh4rbm4u4gc","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
"0rvvo787yq3mthe5ga0rvvh4rbm4u4gc","tempo_cientista","Coleta e limpeza de dados","2023"
"ympctpjbg0plyql5ympcth4t2th0z7ba","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
"ympctpjbg0plyql5ympcth4t2th0z7ba","tempo_cientista","Modelos de ML pra produção","2023"
"3kl8gshs1u28vy7mtgzsf8a3kl8gshb6","tempo_cientista","Contato com áreas de negócio","2023"
"3kl8gshs1u28vy7mtgzsf8a3kl8gshb6","tempo_cientista","Modelos de ML pra produção","2023"
"ui5hfr9rlbjas803atjui5hfr9h6mtiq","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
"ui5hfr9rlbjas803atjui5hfr9h6mtiq","tempo_cientista","Coleta e limpeza de dados","2023"
"kkds3tgwacfy35m1kkdsqqrkw8vv4ax6","tempo_cientista","Coleta e limpeza de dados","2023"
"kkds3tgwacfy35m1kkdsqqrkw8vv4ax6","tempo_cientista","Dashboards em ferramenta de BI","2023"
"n6to56e24mrj77ps1fqqn6to56a1e9qk","tempo_cientista","Estudos ad-hoc/modelos preditivos","2023"
